PPP2R2D 0.26946852
SSPO 0.26931006
LINC01659 0.26884097
DPY19L2P3 0.26194638
LOC388242 0.26112342
LOC613038 0.26112342
PANX2 0.26026198
RNVU1-4 0.25986013
TRIM46 0.25947967
MIR8070 0.25897413
LOC101928557 0.2584644
DSG1-AS1 0.2583173
LINC00452 0.25814283
XYLT2 0.25802568
MIR3689B 0.25764543
ADAMTS7P1 0.25747788
LINC00544 0.2568874
LILRP2 0.2566849
RAI1-AS1 0.255876
LINC02449 0.2554562
MIR941-1 0.255213
MIR941-2 0.255213
MIR941-3 0.255213
MIR941-4 0.255213
MIR941-5 0.255213
LOC100506016 0.25511578
SCNN1D 0.2549223
ATP11A-AS1 0.25482905
ATP2B2-IT2 0.25461516
SNORD121A 0.25395986
LINC00448 0.2538128
GOLGA6L17P 0.2537368
SNORD116-26 0.25363272
MIR551B 0.25363272
MIR5693 0.25363272
LOC102724710 0.2535208
LINC01282 0.25313425
P2RX6P 0.25303593
SLC25A34-AS1 0.25287902
LMO7-AS1 0.25242618
LOC497256 0.25238535
LOC105378292 0.25233877
LOC101928807 0.25228328
MIR5091 0.25217703
SNORD69 0.2521738
LINC01737 0.2521672
MIR218-1 0.2520877
LINC01784 0.25194603
CNTFR-AS1 0.251905
KCNK15-AS1 0.25182095
SLIT1-AS1 0.25176826
SNORD3G 0.2517662
MIR1257 0.25173005
SNORD41 0.25170746
LINC01745 0.25167802
MIR4525 0.25149935
MIR6856 0.25126475
ZNF733P 0.25125584
SNORA17B 0.2512551
MIR3198-1 0.25117052
ACTN1-AS1 0.25111282
ENO1-AS1 0.25110137
LOC101929679 0.25103885
LINC00381 0.25097117
SNORD93 0.25096324
MIR3681 0.25096324
MIR3180-4 0.25096324
MIR3180-5 0.25096324
MIR6807 0.25096324
ISYNA1 0.25089645
TTTY8 0.250849
TTTY8B 0.250849
MIR3944 0.2508317
LINC01682 0.2508304
MIR210 0.25081453
MIR514B 0.25081453
MIR146B 0.2507776
MIR6758 0.2507776
MIR4539 0.2507776
RBAKDN 0.2507221
NOTCH2NLR 0.25065127
MIR4501 0.25056294
SNORA84 0.25055856
MIR6843 0.2505511
LINC02508 0.2505281
MIR4535 0.25047597
MIR4793 0.25047597
SNORD31B 0.25047597
LOC101927839 0.2503072
SNORD175 0.2502454
MIR4640 0.25016534
MIR3618 0.25009775
MIR3125 0.250045
MIR181B1 0.24980906
LINC01358 0.24974932
B4GALT4-AS1 0.24974418
MUC12-AS1 0.24965337
MIR3169 0.24965052
SNORD123 0.24959247
MIR922 0.24959247
MIR4693 0.24959247
MIR4786 0.24959247
MIR4791 0.24959247
SNORD164 0.24959247
SNORA54 0.24957716
MIR3681HG 0.24949673
MIR4424 0.2494624
MIR198 0.24945782
LOC102467080 0.24939659
MIR4484 0.24928394
SNORD3J 0.2492474
MIR3911 0.24923778
TTTY20 0.2492246
VPS9D1-AS1 0.24921954
MIR329-1 0.24913433
MIR329-2 0.24913433
SNORA19 0.24911515
C1orf167-AS1 0.24909627
SNORD73A 0.24909471
MIR4294 0.24908532
MIR4654 0.24906959
LINC01485 0.24904238
GOLGA2P2Y 0.24901517
GOLGA2P3Y 0.24901517
SNORA18 0.24901234
MIR26A2 0.24898112
SNORD116-28 0.24897812
MIR3167 0.24891491
SNORD53 0.24891277
MIR4297 0.24891025
DBF4B 0.24879904
SNORA65 0.2487523
MIR3657 0.24866033
SMAD1-AS1 0.24862976
LOC101930071 0.24862519
EIF6 0.248569
MIR216A 0.24850634
LINC01255 0.2484586
SNORD14B 0.24845803
SNORD105B 0.24845661
HLA-DQB1-AS1 0.24836951
NEURL1-AS1 0.2483606
MEF2C-AS2 0.2483419
MIR12132 0.24831897
HDAC11-AS1 0.24831508
MIR4729 0.24829628
PPDPF 0.24819328
LINC01352 0.24818966
SNORD116-25 0.24815601
LOC101929229 0.24814509
LINC00163 0.24812312
MIR95 0.24803458
LOC100129931 0.24798393
ZNF138 0.24781685
MIR495 0.24772246
MIR1208 0.24771896
MIR4738 0.24771006
MIR3939 0.24768469
SNORD3B-1 0.24766238
SNORD3B-2 0.24766238
SNORD3A 0.24766238
SNORD3C 0.24766238
LINC01883 0.24763732
MIR4291 0.24761866
MIR200A 0.24761055
LINC02076 0.24760225
LINC02387 0.24757817
LINC00200 0.24755809
PSG8-AS1 0.24754497
MIR3689F 0.24752043
MIR3689A 0.2475065
C10orf91 0.24750015
SNORD45B 0.24749513
SNAR-D 0.24749513
MIR4664 0.24749513
MIR4722 0.24749513
MIR6793 0.24749513
MIR128-1 0.2474897
MIR3179-1 0.24738401
MIR3179-2 0.24738401
MIR3179-3 0.24738401
MIR3179-4 0.24738401
MIR6864 0.24734904
LOC101929217 0.24733984
SNORD75 0.24731587
MIR646 0.24731587
SNORA77B 0.24731587
SNORD138 0.24731587
MIR12128 0.24731587
LINC02106 0.247274
SMIM10L2B-AS1 0.24723144
SCARNA18 0.24722102
MIR5739 0.24721962
MIR194-2 0.2472087
MIR589 0.2472087
MIR1321 0.2472087
MIR4648 0.2472087
MIR3198-2 0.2472087
MIR6827 0.2472087
KLKP1 0.24719171
LOC105372440 0.2471447
MIR5698 0.24710777
LOC102724301 0.24707787
MIR4328 0.24706006
MIR101-2 0.2470192
MIR512-1 0.2470192
MIR512-2 0.2470192
MIR3922 0.2470192
MIR4505 0.2470192
MIR4764 0.2470192
MIR6870 0.24701856
MIR505 0.24701163
MIR551A 0.24698883
LOC105373496 0.2468614
MIR378I 0.2468118
LOC101927318 0.24678549
MIG7 0.24677756
MIR127 0.24676023
MIR195 0.24676023
MIR572 0.24676023
MIR4279 0.24676023
MIR3651 0.24676023
MIR4656 0.24676023
MIR4706 0.24676023
LOC101929613 0.24676023
SNORD172 0.24676023
MIR3120 0.2467546
MIR4420 0.2467546
SNORD130 0.24672249
MIR183 0.2466839
LOC101927053 0.24667345
NDST2 0.24660942
LOC100286906 0.24660084
MIR10392 0.24657612
MIR101-1 0.24656266
MIR152 0.24656266
MIR760 0.24656266
MIR1225 0.24656266
MIR3138 0.24656266
MIR3615 0.24656266
MIR3622A 0.24656266
MIR3622B 0.24656266
MIR3714 0.24656266
MIR4494 0.24656266
MIR4516 0.24656266
MIR4518 0.24656266
MIR4657 0.24656266
MIR4661 0.24656266
MIR4675 0.24656266
MIR4749 0.24656266
MIR4787 0.24656266
MIR5685 0.24656266
MIR5708 0.24656266
MIR6504 0.24656266
MIR6722 0.24656266
MIR6735 0.24656266
MIR6768 0.24656266
MIR6792 0.24656266
MIR6806 0.24656266
MIR7114 0.24656266
MIR7153 0.24656266
MIR7157 0.24656266
MIR8083 0.24656266
MIR4536-2 0.24656266
SNORD135 0.24656266
SNORD155 0.24656266
MIR10394 0.24656266
MIR297 0.2465466
MIR4458 0.2465466
SNORD36B 0.24651696
MECOM-AS1 0.2465065
LOC100287175 0.24646686
SNAR-I 0.24645852
SNORD62A 0.24644572
SNORD62B 0.24644572
MIR1276 0.24644572
MIR4314 0.24644572
MIR4534 0.24644572
MIR6785 0.24644572
MIR6786 0.24644572
MIR6797 0.24644572
MIR6816 0.24644572
MIR6837 0.24644572
SNORD53B 0.24642377
MIR1224 0.24641514
MIR6795 0.24640882
MASCRNA 0.24640882
MIR3646 0.24637197
MIR3118-1 0.2463255
MIR4276 0.2463255
MIR3652 0.2463255
MIR5587 0.2463255
MIR6848 0.2463255
MIR7706 0.2463255
FAM90A2P 0.24630085
MIR3124 0.24627948
SNORD134 0.24627161
ZNRF2P2 0.24626467
MIR671 0.24625282
C10orf71-AS1 0.24623804
CHCHD5 0.24621801
LOC102723427 0.24621436
LINC02160 0.24621223
LINC00390 0.2462111
SNORA25B 0.24618667
SNORD114-13 0.24616015
MIR4256 0.24616015
MIR8089 0.24616015
SNORD73B 0.24616015
MIR10524 0.24616015
RNU105B 0.24612628
MIR509-1 0.24612111
MIR509-2 0.24612111
MIR513C 0.24609853
SNORA11C 0.24606888
MIR4527 0.2460306
MIR196A1 0.24599048
FARSA-AS1 0.24596845
LOC102723672 0.24595985
SNORD14C 0.24595591
MIR513A1 0.24595203
DOCK9-AS1 0.24595003
MIR4446 0.24594969
MIR197 0.2459212
LINC00608 0.24591811
MT1DP 0.24591787
LOC107984208 0.24588493
SNORD31 0.24584371
MIR4533 0.24583532
LOC105379192 0.24578832
MIR320D1 0.24577668
MIR4659B 0.24577643
H1-9 0.24573539
MIR6814 0.2457279
MIR3675 0.24570145
MIR4727 0.24570145
MIR5192 0.24570145
